row_id,language,part,unit,unit_title,source_markdown,line,figure_number,caption,image_alt_in_markdown,image_file,image_exists,image_dimensions,image_format,alt_text,long_description,decorative,review_status,reviewer,notes,zh_reference_caption,zh_reference_alt_text
ALT-0023,en,Part 3: Multimodal Data Engineering,Ch10,Chapter 10: Video and Audio Data Engineering,docs/en/part3/ch10_video_audio.md,84,10-3,"Figure 10-3: Large-scale ASR extraction and temporal calibration. Traditional ASR can suffer cumulative temporal drift and semantic errors, such as mishearing I love apples. as maples. WhisperX uses VAD slicing, multi-path acoustic decoding, and a DTW phoneme-level forced-alignment matrix for temporal calibration. The bottom shows word tokens aligned with waveform troughs through vertical dashed lines. Source: drawn for this book. Alt text: ASR extraction and temporal calibration showing traditional ASR drift, WhisperX calibration, and word-level timestamp alignment",Figure 10-3: Large-scale ASR extraction and temporal calibration,docs/images/part3/asr_whisperx_comparison.svg,yes,768x768,svg,"ASR extraction and temporal calibration showing traditional ASR drift, WhisperX calibration, and word-level timestamp alignment.",,no,Draft,,,图10-3：大规模 ASR 提取与时间轴动态校准对比图（Large-Scale ASR Extraction & Temporal Calibration） —— 展示传统 ASR 管道在长序列中可能产生累积性时间漂移（Cumulative Temporal Drift）和语义错误（将 I love apples. 误听写为 maples.）；中间展示 WhisperX 通过 VAD 切分、多路声学解码与 DTW（音素级强制对齐）矩阵进行时间校准；底部展示词汇 Token 与音频波谷通过垂直虚线对齐后的输出。来源：本书自绘；Alt text：ASR 提取与时间轴校准对比图，展示传统 ASR 漂移、WhisperX 校准和词级时间戳对齐结果,图10-3：大规模 ASR 提取与时间轴动态校准对比图
ALT-0024,en,Part 3: Multimodal Data Engineering,Ch10,Chapter 10: Video and Audio Data Engineering,docs/en/part3/ch10_video_audio.md,106,10-4,"Figure 10-4: Cross-modal temporal calibration and geometric alignment. The cyan top track is visual key frames, the gray middle track is acoustic features, and the coral bottom track is discrete text tokens. At t=4.2s, the temporal lock binds the visual action ""raising a cup,"" waveform features near the trough, and <start:4.2s ""Water cup"" text into a unified mixed-token pipeline or JSONL sample. Source: drawn for this book. Alt text: a cross-modal temporal calibration diagram showing visual frames, audio waveform, and text tokens bound by a shared timeline anchor",Figure 10-4: Cross-modal temporal calibration and geometric alignment,docs/images/part3/av_alignment_diagram.svg,yes,768x768,svg,"a cross-modal temporal calibration diagram showing visual frames, audio waveform, and text tokens bound by a shared timeline anchor.",,no,Draft,,,"图10-4：跨模态时序校准与几何对齐架构图（Cross-Modal Geometric & Temporal Alignment） —— 顶端青色轨道表示视觉关键帧（Visual Modality），中段灰色轨道表示声学特征（Acoustic Modality），底端珊瑚色轨道表示离散文本 Token（Discrete Textual Tokens）。中央时间轴在 t=4.2s 处将“端起水杯的视觉动作”、“波谷处的声学特征”与 <start:4.2s ""Water cup"" 文本标签绑定，最终生成统一的 Mixed Token Pipeline / JSONL 样本。来源：本书自绘；Alt text：跨模态时序校准图，展示视觉帧、音频波形和文本 Token 如何通过同一时间轴锚点绑定",图10-4：跨模态时序校准与几何对齐架构图
ALT-0025,en,Part 3: Multimodal Data Engineering,Ch11,Chapter 11: Cross-modal Alignment and Fusion,docs/en/part3/ch11_cross_modal_alignment.md,70,11-1,"Figure 11-1: Three-level cross-modal alignment pyramid. From micro to macro, the bottom is object-level alignment based on BBox, the middle is segment-level alignment based on DTW temporal synchronization, and the top is document-level alignment based on long-context interleaved ordering. Source: drawn for this book. Alt text: a cross-modal alignment pyramid showing object-level, segment-level, and document-level alignment",Figure 11-1: Three-level cross-modal alignment pyramid,docs/images/part3/cross_modal_alignment_hierarchy.svg,yes,768x768,svg,"a cross-modal alignment pyramid showing object-level, segment-level, and document-level alignment.",,no,Draft,,,图11-1：跨模态对齐的三级金字塔架构 —— 展现从微观到宏观的三级对齐体系：底层为基于 BBox 的对象级对齐（Object-Level），中层为基于 DTW 时序同步的片段级对齐（Segment-Level），顶层为长上下文交错排序的文档级对齐（Document-Level）。来源：本书自绘；Alt text：跨模态对齐三级金字塔，展示对象级、片段级和文档级对齐之间的层级关系,图11-1：跨模态对齐的三级金字塔架构
ALT-0026,en,Part 3: Multimodal Data Engineering,Ch11,Chapter 11: Cross-modal Alignment and Fusion,docs/en/part3/ch11_cross_modal_alignment.md,123,11-2,"Figure 11-2: Multimodal fusion sample design. Independent image, audio, and text pools are assembled into JSONL in the middle. Placeholder grids map them into discrete tokens, and the final result is packed into uniform fusion tensor blocks for downstream pretraining. Source: drawn for this book. Alt text: a multimodal fusion sample design diagram showing image, audio, and text pools mapped through JSONL and placeholders into unified training samples",Figure 11-2: Multimodal fusion and hard-negative mining pipeline,docs/images/part3/fusion_training_sample_design.svg,yes,768x768,svg,"a multimodal fusion sample design diagram showing image, audio, and text pools mapped through JSONL and placeholders into unified training samples.",,no,Draft,,,图11-2：多模态融合样本设计图 —— 左侧展示独立的图片、音频和文本池，中间展示数据拼装 JSONL 结构，右侧通过占位符技术（Placeholder Grid）映射为离散 Token，最终打包成统一维度的融合张量块供下游模型预训练。来源：本书自绘；Alt text：多模态融合样本设计图，展示图片、音频、文本池如何通过 JSONL 和 Placeholder 映射为统一训练样本,图11-2：多模态融合与负样本挖掘管线
ALT-0027,en,Part 4: Instruction Fine-tuning and Preference Data,Ch12,Chapter 12: SFT Data Design and Instruction System,docs/en/part4/ch12_sft.md,271,12-1,Figure 12-1: Architecture Diagram of the SFT Instruction System,Figure 12-1: Architecture Diagram of the SFT Instruction System,docs/images/part4/图12_1.svg,yes,4376x2382,svg,Architecture Diagram of the SFT Instruction System.,"Review against the figure and surrounding text in Chapter 12: SFT Data Design and Instruction System; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图12-1：SFT指令体系的架构示意图,图12-1：SFT指令体系的架构示意图
ALT-0028,en,Part 4: Instruction Fine-tuning and Preference Data,Ch12,Chapter 12: SFT Data Design and Instruction System,docs/en/part4/ch12_sft.md,586,12-2,Figure 12-2: Schematic of the Sample Generation and Acceptance Feedback Loop,Figure 12-2: Schematic of the Sample Generation and Acceptance Feedback Loop,docs/images/part4/图12_2.svg,yes,4349x3232,svg,Schematic of the Sample Generation and Acceptance Feedback Loop.,"Review against the figure and surrounding text in Chapter 12: SFT Data Design and Instruction System; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图12-2：样本生成与验收的闭环示意图,图12-2：样本生成与验收的闭环示意图
ALT-0029,en,Part 4: Instruction Fine-tuning and Preference Data,Ch13,Chapter 13: Preference Data and Reward Signals,docs/en/part4/ch13_preference.md,85,13-1,Figure 13-1: Flowchart from preference data to reward signal,Figure 13-1: Flowchart from preference data to reward signal,docs/images/part4/图13_1.svg,yes,4705x1909,svg,Flowchart from preference data to reward signal.,,no,Draft,,,图13-1：偏好数据到奖励信号流程图,图13-1：偏好数据到奖励信号流程图
ALT-0030,en,Part 4: Instruction Fine-tuning and Preference Data,Ch13,Chapter 13: Preference Data and Reward Signals,docs/en/part4/ch13_preference.md,275,13-2,Figure 13-2: Schematic of multi-objective preference trade-offs,Figure 13-2: Schematic of multi-objective preference trade-offs,docs/images/part4/图13_2.svg,yes,4077x2300,svg,Schematic of multi-objective preference trade-offs.,"Review against the figure and surrounding text in Chapter 13: Preference Data and Reward Signals; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图13-2：多目标偏好权衡示意图,图13-2：多目标偏好权衡示意图
ALT-0031,en,Part 4: Instruction Fine-tuning and Preference Data,Ch14,"Chapter 14: Annotation Platforms, QA Systems, and Data Operations",docs/en/part4/ch14_qa.md,374,14-1,Figure 14-1: LLM Annotation Platform Workflow Diagram,Figure 14-1: LLM Annotation Platform Workflow Diagram,docs/images/part4/图14_1.svg,yes,4267x1147,svg,LLM Annotation Platform Workflow Diagram.,"Review against the figure and surrounding text in Chapter 14: Annotation Platforms, QA Systems, and Data Operations; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图14-1：大模型标注平台工作流图,图14-1：大模型标注平台工作流图
ALT-0032,en,Part 4: Instruction Fine-tuning and Preference Data,Ch14,"Chapter 14: Annotation Platforms, QA Systems, and Data Operations",docs/en/part4/ch14_qa.md,473,14-2,Figure 14-2: Human–Machine Collaborative QA Loop Diagram,Figure 14-2: Human–Machine Collaborative QA Loop Diagram,docs/images/part4/图14_2.svg,yes,3425x2458,svg,Human–Machine Collaborative QA Loop Diagram.,,no,Draft,,,图14-2：人机协同 QA 闭环图,图14-2：人机协同 QA 闭环图
